가구원수,가구형태,주거점유형태,주거면적,부채규모,수급여부,총소득,인당_주거면적,소득_대비_부채비율,면적당_소득
3.0,5.0,1.0,116.0,0.0,0,230.0,38.666666666666664,0.0,1.9658119658119657
2.0,5.0,1.0,59.0,0.0,0,245.0,29.5,0.0,4.083333333333333
1.0,1.0,5.0,76.0,0.0,0,20.0,76.0,0.0,0.2597402597402597
1.0,1.0,5.0,82.0,0.0,0,135.0,82.0,0.0,1.6265060240963856
1.0,1.0,1.0,82.0,0.0,0,356.0,82.0,0.0,4.289156626506024
1.0,1.0,5.0,66.0,0.0,0,150.0,66.0,0.0,2.2388059701492535
1.0,1.0,5.0,79.0,0.0,0,87.0,79.0,0.0,1.0875
2.0,5.0,5.0,99.0,0.0,0,455.0,49.5,0.0,4.55
1.0,1.0,5.0,79.0,0.0,1,0.0,79.0,0.0,0.0
2.0,5.0,1.0,109.0,0.0,0,12985.0,54.5,0.0,118.04545454545455
2.0,5.0,1.0,99.0,0.0,0,115.0,49.5,0.0,1.15
1.0,1.0,5.0,73.0,0.0,0,65.0,73.0,0.0,0.8783783783783784
3.0,5.0,1.0,82.0,11937.0,0,13856.0,27.333333333333332,0.8614418705347477,166.93975903614458
1.0,1.0,5.0,66.0,0.0,0,4.0,66.0,0.0,0.05970149253731343
2.0,5.0,1.0,66.0,300.0,0,2210.0,33.0,0.13568521031207598,32.985074626865675
2.0,5.0,1.0,89.0,2000.0,0,876.0,44.5,2.280501710376283,9.733333333333333
2.0,5.0,1.0,99.0,0.0,0,1423.0,49.5,0.0,14.23
1.0,1.0,6.0,16.0,0.0,0,1450.0,16.0,0.0,85.29411764705883
2.0,5.0,1.0,66.0,0.0,0,5820.0,33.0,0.0,86.86567164179104
3.0,5.0,1.0,109.0,59000.0,0,12450.0,36.333333333333336,4.738575214842181,113.18181818181819
4.0,5.0,5.0,82.0,0.0,0,3504.0,20.5,0.0,42.21686746987952
1.0,1.0,3.0,40.0,0.0,1,130.0,40.0,0.0,3.1707317073170733
1.0,1.0,6.0,26.0,0.0,0,3528.0,26.0,0.0,130.66666666666666
1.0,1.0,1.0,82.0,0.0,0,919.0,82.0,0.0,11.072289156626505
1.0,1.0,5.0,69.0,0.0,0,0.0,69.0,0.0,0.0
1.0,1.0,5.0,50.0,0.0,0,339.0,50.0,0.0,6.647058823529412
3.0,5.0,1.0,96.0,0.0,0,13024.0,32.0,0.0,134.2680412371134
3.0,5.0,1.0,125.0,16550.0,0,8400.0,41.666666666666664,1.970003571003452,66.66666666666667
2.0,5.0,1.0,89.0,1500.0,0,3839.0,44.5,0.390625,42.65555555555556
3.0,5.0,1.0,86.0,11251.0,0,2832.0,28.666666666666668,3.9714084009883517,32.55172413793103
1.0,1.0,1.0,69.0,0.0,0,1680.0,69.0,0.0,24.0
4.0,5.0,1.0,63.0,0.0,0,3375.0,15.75,0.0,52.734375
1.0,1.0,3.0,33.0,0.0,0,3860.0,33.0,0.0,113.52941176470588
5.0,5.0,1.0,66.0,0.0,0,5204.0,13.2,0.0,77.67164179104478
2.0,5.0,1.0,99.0,0.0,0,1388.0,49.5,0.0,13.88
2.0,5.0,1.0,86.0,0.0,0,1686.0,43.0,0.0,19.379310344827587
1.0,1.0,1.0,76.0,0.0,0,240.0,76.0,0.0,3.116883116883117
1.0,1.0,3.0,40.0,0.0,1,840.0,40.0,0.0,20.48780487804878
1.0,1.0,5.0,82.0,0.0,1,0.0,82.0,0.0,0.0
2.0,5.0,1.0,122.0,3000.0,0,3234.0,61.0,0.9273570324574961,26.29268292682927
2.0,5.0,1.0,99.0,1000.0,0,15.0,49.5,62.5,0.15
2.0,5.0,1.0,122.0,0.0,0,872.0,61.0,0.0,7.0894308943089435
1.0,1.0,5.0,69.0,0.0,0,50.0,69.0,0.0,0.7142857142857143
2.0,5.0,1.0,99.0,0.0,0,60.0,49.5,0.0,0.6
2.0,5.0,1.0,53.0,0.0,0,89.0,26.5,0.0,1.6481481481481481
1.0,1.0,5.0,66.0,0.0,0,535.0,66.0,0.0,7.985074626865671
1.0,1.0,5.0,86.0,0.0,0,0.0,86.0,0.0,0.0
4.0,5.0,1.0,106.0,3483.0,0,8932.0,26.5,0.3899026083062801,83.4766355140187
2.0,5.0,1.0,66.0,0.0,0,215.0,33.0,0.0,3.208955223880597
2.0,5.0,1.0,112.0,920.0,0,1260.0,56.0,0.7295796986518636,11.150442477876107
1.0,1.0,1.0,99.0,3000.0,0,11.0,99.0,250.0,0.11
1.0,1.0,5.0,89.0,0.0,0,70.0,89.0,0.0,0.7777777777777778
1.0,1.0,1.0,66.0,0.0,0,30.0,66.0,0.0,0.44776119402985076
1.0,1.0,1.0,76.0,0.0,0,250.0,76.0,0.0,3.2467532467532467
1.0,1.0,1.0,66.0,0.0,0,106.0,66.0,0.0,1.5820895522388059
1.0,1.0,5.0,82.0,0.0,0,0.0,82.0,0.0,0.0
1.0,1.0,5.0,66.0,600.0,0,10.0,66.0,54.54545454545455,0.14925373134328357
1.0,1.0,4.0,33.0,0.0,1,10.0,33.0,0.0,0.29411764705882354
1.0,1.0,3.0,30.0,0.0,1,0.0,30.0,0.0,0.0
2.0,5.0,5.0,59.0,0.0,0,7.0,29.5,0.0,0.11666666666666667
2.0,5.0,1.0,86.0,300.0,0,549.0,43.0,0.5454545454545454,6.310344827586207
1.0,1.0,5.0,82.0,0.0,0,0.0,82.0,0.0,0.0
1.0,1.0,1.0,56.0,60.0,0,1415.0,56.0,0.0423728813559322,24.82456140350877
1.0,1.0,1.0,79.0,5996.0,0,319.0,79.0,18.7375,3.9875
1.0,1.0,5.0,23.0,0.0,0,1606.0,23.0,0.0,66.91666666666667
1.0,1.0,5.0,50.0,0.0,0,0.0,50.0,0.0,0.0
1.0,1.0,3.0,79.0,0.0,0,3236.0,79.0,0.0,40.45
1.0,1.0,3.0,30.0,0.0,0,2615.0,30.0,0.0,84.35483870967742
2.0,5.0,1.0,92.0,3000.0,1,5007.0,46.0,0.5990415335463258,53.83870967741935
2.0,5.0,1.0,99.0,0.0,0,2113.0,49.5,0.0,21.13
1.0,1.0,5.0,82.0,0.0,0,203.0,82.0,0.0,2.4457831325301207
2.0,5.0,1.0,99.0,0.0,1,0.0,49.5,0.0,0.0
1.0,1.0,5.0,82.0,0.0,0,393.0,82.0,0.0,4.734939759036145
1.0,1.0,1.0,82.0,0.0,0,490.0,82.0,0.0,5.903614457831325
2.0,5.0,4.0,73.0,3000.0,0,69.0,36.5,42.857142857142854,0.9324324324324325
1.0,1.0,1.0,69.0,0.0,0,120.0,69.0,0.0,1.7142857142857142
5.0,5.0,3.0,66.0,1674.0,1,4000.0,13.2,0.4183954011497126,59.701492537313435
1.0,1.0,5.0,66.0,0.0,0,60.0,66.0,0.0,0.8955223880597015
1.0,1.0,1.0,82.0,0.0,0,255.0,82.0,0.0,3.072289156626506
1.0,1.0,3.0,53.0,0.0,1,0.0,53.0,0.0,0.0
1.0,1.0,4.0,50.0,0.0,0,2192.0,50.0,0.0,42.98039215686274
1.0,1.0,5.0,66.0,0.0,1,0.0,66.0,0.0,0.0
1.0,1.0,5.0,99.0,0.0,0,593.0,99.0,0.0,5.93
2.0,5.0,1.0,86.0,1000.0,0,2468.0,43.0,0.4050222762251924,28.367816091954023
1.0,1.0,5.0,109.0,0.0,0,200.0,109.0,0.0,1.8181818181818181
2.0,5.0,6.0,82.0,0.0,1,145.0,41.0,0.0,1.7469879518072289
1.0,1.0,4.0,53.0,0.0,0,60.0,53.0,0.0,1.1111111111111112
3.0,5.0,1.0,46.0,36000.0,0,7637.0,15.333333333333334,4.713275726630008,162.48936170212767
1.0,1.0,1.0,73.0,0.0,0,250.0,73.0,0.0,3.3783783783783785
1.0,1.0,1.0,99.0,10000.0,0,3744.0,99.0,2.67022696929239,37.44
1.0,1.0,1.0,36.0,0.0,0,2394.0,36.0,0.0,64.70270270270271
1.0,1.0,2.0,50.0,0.0,0,0.0,50.0,0.0,0.0
3.0,5.0,2.0,112.0,23055.0,0,9760.0,37.333333333333336,2.361950619813544,86.3716814159292
2.0,5.0,1.0,82.0,0.0,0,3500.0,41.0,0.0,42.16867469879518
3.0,5.0,3.0,36.0,6740.0,0,5260.0,12.0,1.2811252613571564,142.16216216216216
2.0,2.0,6.0,66.0,0.0,0,1980.0,33.0,0.0,29.55223880597015
2.0,5.0,5.0,59.0,0.0,1,35.0,29.5,0.0,0.5833333333333334
2.0,5.0,1.0,99.0,0.0,0,319.0,49.5,0.0,3.19
1.0,1.0,5.0,50.0,0.0,0,130.0,50.0,0.0,2.549019607843137
4.0,5.0,3.0,135.0,3100.0,0,4822.0,33.75,0.6427534729421522,35.455882352941174
2.0,5.0,1.0,99.0,0.0,0,564.0,49.5,0.0,5.64
2.0,5.0,1.0,50.0,0.0,1,50.0,25.0,0.0,0.9803921568627451
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
2.0,5.0,1.0,66.0,0.0,0,60.0,33.0,0.0,0.8955223880597015
1.0,1.0,1.0,82.0,0.0,0,35.0,82.0,0.0,0.42168674698795183
1.0,1.0,5.0,92.0,0.0,0,17.0,92.0,0.0,0.1827956989247312
1.0,1.0,1.0,66.0,0.0,0,2537.0,66.0,0.0,37.865671641791046
1.0,1.0,5.0,116.0,0.0,0,0.0,116.0,0.0,0.0
2.0,5.0,3.0,66.0,0.0,0,2640.0,33.0,0.0,39.40298507462686
1.0,1.0,3.0,30.0,0.0,0,0.0,30.0,0.0,0.0
3.0,3.0,1.0,82.0,0.0,0,1645.0,27.333333333333332,0.0,19.819277108433734
2.0,5.0,5.0,66.0,0.0,0,4736.0,33.0,0.0,70.68656716417911
1.0,1.0,5.0,116.0,0.0,0,22.0,116.0,0.0,0.18803418803418803
1.0,1.0,1.0,99.0,0.0,0,24.0,99.0,0.0,0.24
2.0,5.0,1.0,66.0,0.0,0,423.0,33.0,0.0,6.313432835820896
1.0,1.0,1.0,66.0,0.0,0,60.0,66.0,0.0,0.8955223880597015
1.0,1.0,5.0,96.0,0.0,0,0.0,96.0,0.0,0.0
3.0,5.0,1.0,109.0,0.0,0,15477.0,36.333333333333336,0.0,140.7
1.0,1.0,3.0,23.0,0.0,0,2734.0,23.0,0.0,113.91666666666667
2.0,5.0,6.0,50.0,9716.0,0,5150.0,25.0,1.8862356823917685,100.98039215686275
2.0,5.0,1.0,99.0,2500.0,0,6546.0,49.5,0.381854284405071,65.46
1.0,1.0,5.0,66.0,0.0,0,464.0,66.0,0.0,6.925373134328358
3.0,5.0,1.0,109.0,4800.0,0,5150.0,36.333333333333336,0.9318578916715201,46.81818181818182
1.0,1.0,3.0,40.0,0.0,0,960.0,40.0,0.0,23.414634146341463
1.0,1.0,1.0,82.0,0.0,0,240.0,82.0,0.0,2.891566265060241
1.0,1.0,3.0,66.0,0.0,1,0.0,66.0,0.0,0.0
1.0,1.0,5.0,66.0,0.0,0,280.0,66.0,0.0,4.17910447761194
2.0,5.0,1.0,99.0,0.0,0,30.0,49.5,0.0,0.3
2.0,5.0,1.0,73.0,0.0,0,21.0,36.5,0.0,0.28378378378378377
1.0,1.0,1.0,63.0,0.0,0,343.0,63.0,0.0,5.359375
2.0,5.0,2.0,66.0,0.0,0,15810.0,33.0,0.0,235.97014925373134
1.0,1.0,5.0,76.0,0.0,0,0.0,76.0,0.0,0.0
1.0,1.0,5.0,79.0,0.0,0,0.0,79.0,0.0,0.0
1.0,1.0,1.0,99.0,0.0,0,1065.0,99.0,0.0,10.65
1.0,1.0,1.0,59.0,0.0,1,3.0,59.0,0.0,0.05
1.0,1.0,5.0,50.0,0.0,1,3.0,50.0,0.0,0.058823529411764705
2.0,5.0,1.0,66.0,0.0,0,8.0,33.0,0.0,0.11940298507462686
1.0,1.0,1.0,53.0,0.0,0,282.0,53.0,0.0,5.222222222222222
1.0,1.0,1.0,66.0,0.0,0,150.0,66.0,0.0,2.2388059701492535
1.0,1.0,5.0,59.0,0.0,0,0.0,59.0,0.0,0.0
2.0,5.0,1.0,50.0,0.0,0,1253.0,25.0,0.0,24.568627450980394
1.0,1.0,5.0,66.0,0.0,0,379.0,66.0,0.0,5.656716417910448
2.0,5.0,1.0,50.0,0.0,0,15.0,25.0,0.0,0.29411764705882354
1.0,1.0,1.0,63.0,0.0,0,3861.0,63.0,0.0,60.328125
3.0,5.0,1.0,79.0,12788.0,0,7416.0,26.333333333333332,1.7241472293380073,92.7
2.0,5.0,1.0,109.0,0.0,0,6455.0,54.5,0.0,58.68181818181818
1.0,1.0,1.0,82.0,0.0,0,336.0,82.0,0.0,4.048192771084337
1.0,1.0,1.0,89.0,0.0,0,455.0,89.0,0.0,5.055555555555555
1.0,1.0,1.0,82.0,0.0,0,0.0,82.0,0.0,0.0
1.0,1.0,5.0,73.0,0.0,0,15.0,73.0,0.0,0.20270270270270271
2.0,5.0,5.0,116.0,19200.0,0,124.0,58.0,153.6,1.0598290598290598
1.0,1.0,5.0,66.0,0.0,0,0.0,66.0,0.0,0.0
3.0,5.0,1.0,69.0,0.0,0,290.0,23.0,0.0,4.142857142857143
2.0,5.0,1.0,66.0,400.0,0,510.0,33.0,0.7827788649706457,7.611940298507463
2.0,5.0,1.0,82.0,0.0,0,200.0,41.0,0.0,2.4096385542168677
2.0,5.0,1.0,96.0,19000.0,0,5817.0,48.0,3.2657270539704366,59.96907216494845
2.0,5.0,2.0,53.0,4000.0,0,8475.0,26.5,0.4719207173194903,156.94444444444446
1.0,1.0,1.0,59.0,7000.0,0,3150.0,59.0,2.221516978736909,52.5
2.0,5.0,1.0,132.0,0.0,0,10.0,66.0,0.0,0.07518796992481203
3.0,5.0,5.0,106.0,0.0,1,480.0,35.333333333333336,0.0,4.485981308411215
3.0,5.0,1.0,50.0,0.0,0,32.0,16.666666666666668,0.0,0.6274509803921569
3.0,5.0,1.0,59.0,0.0,0,2010.0,19.666666666666668,0.0,33.5
2.0,5.0,1.0,66.0,6000.0,0,17900.0,33.0,0.33517680576504105,267.1641791044776
4.0,5.0,1.0,79.0,22400.0,0,5492.0,19.75,4.077917349353723,68.65
2.0,5.0,2.0,59.0,8400.0,0,3240.0,29.5,2.591792656587473,54.0
1.0,1.0,4.0,50.0,0.0,0,0.0,50.0,0.0,0.0
2.0,5.0,3.0,112.0,0.0,0,7250.0,56.0,0.0,64.15929203539822
4.0,5.0,1.0,59.0,0.0,0,5349.0,14.75,0.0,89.15
1.0,1.0,1.0,86.0,0.0,0,258.0,86.0,0.0,2.9655172413793105
1.0,1.0,1.0,56.0,0.0,0,0.0,56.0,0.0,0.0
1.0,1.0,5.0,59.0,0.0,0,369.0,59.0,0.0,6.15
1.0,1.0,5.0,82.0,0.0,0,0.0,82.0,0.0,0.0
1.0,1.0,1.0,73.0,0.0,0,290.0,73.0,0.0,3.918918918918919
2.0,5.0,1.0,99.0,0.0,0,30.0,49.5,0.0,0.3
1.0,1.0,1.0,40.0,0.0,0,1560.0,40.0,0.0,38.048780487804876
2.0,5.0,1.0,73.0,0.0,0,534.0,36.5,0.0,7.216216216216216
1.0,1.0,5.0,50.0,0.0,0,0.0,50.0,0.0,0.0
1.0,1.0,1.0,36.0,0.0,0,370.0,36.0,0.0,10.0
1.0,1.0,1.0,76.0,0.0,0,0.0,76.0,0.0,0.0
2.0,5.0,1.0,66.0,0.0,1,0.0,33.0,0.0,0.0
2.0,5.0,5.0,82.0,0.0,0,0.0,41.0,0.0,0.0
2.0,5.0,1.0,50.0,0.0,0,0.0,25.0,0.0,0.0
1.0,1.0,1.0,50.0,0.0,0,0.0,50.0,0.0,0.0
1.0,1.0,5.0,82.0,0.0,0,0.0,82.0,0.0,0.0
1.0,1.0,5.0,76.0,0.0,0,74.0,76.0,0.0,0.961038961038961
2.0,5.0,1.0,135.0,0.0,0,1055.0,67.5,0.0,7.757352941176471
3.0,5.0,1.0,112.0,52998.0,0,6657.0,37.333333333333336,7.960048062481226,58.91150442477876
4.0,5.0,1.0,112.0,0.0,0,9275.0,28.0,0.0,82.07964601769912
2.0,5.0,1.0,112.0,0.0,0,4400.0,56.0,0.0,38.93805309734513
1.0,1.0,6.0,89.0,0.0,0,7233.0,89.0,0.0,80.36666666666666
3.0,5.0,1.0,155.0,37000.0,0,10844.0,51.666666666666664,3.4117104656523742,69.51282051282051
4.0,5.0,1.0,102.0,5000.0,0,16515.0,25.5,0.3027367401307823,160.3398058252427
1.0,1.0,1.0,53.0,5000.0,0,100.0,53.0,49.504950495049506,1.8518518518518519
3.0,5.0,2.0,66.0,9000.0,0,16931.0,22.0,0.5315379163713678,252.70149253731344
3.0,5.0,1.0,135.0,36000.0,0,17552.0,45.0,2.050931464706888,129.05882352941177
2.0,5.0,1.0,79.0,5000.0,0,1680.0,39.5,2.97441998810232,21.0
2.0,5.0,1.0,116.0,21400.0,0,9345.0,58.0,2.289749625508239,79.87179487179488
5.0,5.0,1.0,129.0,3000.0,0,17505.0,25.8,0.1713698160630641,134.65384615384616
2.0,5.0,1.0,106.0,0.0,0,102.0,53.0,0.0,0.9532710280373832
4.0,5.0,1.0,125.0,0.0,0,18296.0,31.25,0.0,145.20634920634922
2.0,5.0,1.0,79.0,0.0,0,290.0,39.5,0.0,3.625
2.0,5.0,1.0,106.0,8084.0,0,2904.0,53.0,2.782788296041308,27.14018691588785
4.0,5.0,1.0,112.0,33000.0,0,8557.0,28.0,3.8560411311053984,75.72566371681415
1.0,1.0,3.0,16.0,0.0,0,16140.0,16.0,0.0,949.4117647058823
2.0,5.0,1.0,132.0,5880.0,0,4009.0,66.0,1.4663341645885286,30.142857142857142
1.0,1.0,3.0,36.0,0.0,0,2817.0,36.0,0.0,76.13513513513513
1.0,1.0,3.0,23.0,0.0,0,2880.0,23.0,0.0,120.0
3.0,5.0,1.0,112.0,0.0,0,7759.0,37.333333333333336,0.0,68.66371681415929
1.0,1.0,1.0,99.0,700.0,0,1270.0,99.0,0.5507474429583006,12.7
4.0,5.0,1.0,106.0,11497.0,0,15441.0,26.5,0.7445279108923715,144.30841121495328
3.0,5.0,1.0,99.0,8000.0,0,7440.0,33.0,1.075124311248488,74.4
4.0,5.0,3.0,59.0,700.0,0,5036.0,14.75,0.13897161008536826,83.93333333333334
1.0,1.0,2.0,30.0,0.0,0,4020.0,30.0,0.0,129.67741935483872
1.0,1.0,3.0,20.0,0.0,0,1200.0,20.0,0.0,57.142857142857146
5.0,5.0,3.0,33.0,1500.0,1,4351.0,6.6,0.3446691176470588,127.97058823529412
1.0,1.0,3.0,36.0,2100.0,0,2160.0,36.0,0.971772327626099,58.37837837837838
2.0,5.0,3.0,66.0,5000.0,0,1788.0,33.0,2.7948574622694244,26.686567164179106
3.0,5.0,3.0,82.0,1200.0,1,2685.0,27.333333333333332,0.4467609828741623,32.34939759036145
2.0,5.0,1.0,96.0,1000.0,0,3474.0,48.0,0.28776978417266186,35.81443298969072
1.0,1.0,5.0,59.0,0.0,0,290.0,59.0,0.0,4.833333333333333
3.0,5.0,1.0,92.0,0.0,0,8340.0,30.666666666666668,0.0,89.6774193548387
3.0,5.0,1.0,129.0,0.0,0,9035.0,43.0,0.0,69.5
1.0,1.0,3.0,36.0,0.0,0,4696.0,36.0,0.0,126.91891891891892
4.0,5.0,1.0,96.0,0.0,0,11174.0,24.0,0.0,115.19587628865979
4.0,5.0,1.0,102.0,23000.0,0,14819.0,25.5,1.5519568151147098,143.873786407767
2.0,5.0,1.0,109.0,800.0,0,2185.0,54.5,0.36596523330283626,19.863636363636363
2.0,5.0,1.0,109.0,20357.0,0,7280.0,54.5,2.795907155610493,66.18181818181819
1.0,1.0,3.0,82.0,0.0,0,3914.0,82.0,0.0,47.1566265060241
3.0,5.0,1.0,82.0,19300.0,0,12401.0,27.333333333333332,1.5562006128043864,149.40963855421685
3.0,5.0,1.0,99.0,0.0,0,8768.0,33.0,0.0,87.68
2.0,5.0,1.0,109.0,0.0,0,180.0,54.5,0.0,1.6363636363636365
2.0,5.0,2.0,89.0,0.0,0,240.5,44.5,0.0,2.672222222222222
2.0,5.0,1.0,116.0,3500.0,0,2706.0,58.0,1.2929442186922793,23.128205128205128
2.0,5.0,1.0,129.0,0.0,0,250.0,64.5,0.0,1.9230769230769231
2.0,5.0,1.0,142.0,10000.0,0,2514.0,71.0,3.9761431411530817,17.58041958041958
2.0,5.0,1.0,148.0,0.0,0,326.0,74.0,0.0,2.1879194630872485
4.0,5.0,1.0,112.0,0.0,0,7420.0,28.0,0.0,65.66371681415929
2.0,5.0,1.0,92.0,0.0,0,9800.0,46.0,0.0,105.3763440860215
2.0,5.0,1.0,66.0,0.0,0,3120.0,33.0,0.0,46.56716417910448
2.0,5.0,1.0,135.0,5000.0,0,10238.0,67.5,0.488328938372888,75.27941176470588
3.0,5.0,1.0,116.0,2000.0,0,18668.0,38.666666666666664,0.10712946595961219,159.55555555555554
2.0,5.0,3.0,82.0,17940.0,0,5930.0,41.0,3.024785027819929,71.44578313253012
2.0,5.0,1.0,112.0,500.0,0,3240.0,56.0,0.154273372415921,28.672566371681416
1.0,1.0,3.0,50.0,0.0,1,0.0,50.0,0.0,0.0
2.0,5.0,1.0,116.0,2000.0,0,1630.0,58.0,1.226241569589209,13.931623931623932
1.0,1.0,1.0,116.0,600.0,0,1024.0,116.0,0.5853658536585366,8.752136752136753
2.0,5.0,1.0,86.0,0.0,0,355.0,43.0,0.0,4.080459770114943
1.0,1.0,3.0,66.0,0.0,1,319.0,66.0,0.0,4.7611940298507465
1.0,1.0,4.0,33.0,500.0,1,0.0,33.0,500.0,0.0
2.0,5.0,2.0,56.0,1000.0,0,6833.0,28.0,0.1463271875914545,119.87719298245614
3.0,5.0,2.0,112.0,0.0,0,8774.0,37.333333333333336,0.0,77.64601769911505
2.0,5.0,1.0,73.0,0.0,0,4802.0,36.5,0.0,64.89189189189189
1.0,1.0,3.0,20.0,0.0,0,4665.0,20.0,0.0,222.14285714285714
1.0,1.0,3.0,13.0,0.0,0,2520.0,13.0,0.0,180.0
1.0,1.0,3.0,59.0,0.0,0,1800.0,59.0,0.0,30.0
1.0,1.0,3.0,43.0,0.0,1,0.0,43.0,0.0,0.0
2.0,5.0,1.0,66.0,3092.0,0,5190.0,33.0,0.5956463109227509,77.46268656716418
1.0,1.0,2.0,56.0,100.0,0,3580.0,56.0,0.027925160569673275,62.80701754385965
5.0,5.0,1.0,135.0,20500.0,0,8985.0,27.0,2.2813265079011797,66.06617647058823
2.0,5.0,1.0,59.0,0.0,0,3507.0,29.5,0.0,58.45
4.0,5.0,1.0,116.0,2500.0,0,5467.0,29.0,0.45720555961960496,46.72649572649573
3.0,5.0,3.0,59.0,2200.0,0,4069.0,19.666666666666668,0.5405405405405406,67.81666666666666
2.0,5.0,1.0,59.0,0.0,0,5184.0,29.5,0.0,86.4
2.0,5.0,2.0,112.0,6600.0,0,9648.0,56.0,0.6840087055653435,85.38053097345133
1.0,1.0,1.0,59.0,0.0,0,3576.0,59.0,0.0,59.6
3.0,5.0,1.0,53.0,3132.0,0,12101.0,17.666666666666668,0.2588001983143282,224.09259259259258
1.0,1.0,1.0,36.0,0.0,0,3666.0,36.0,0.0,99.08108108108108
3.0,5.0,2.0,66.0,6100.0,0,3430.0,22.0,1.7779073156514136,51.19402985074627
2.0,5.0,1.0,50.0,0.0,0,290.0,25.0,0.0,5.686274509803922
2.0,5.0,1.0,82.0,0.0,0,1898.0,41.0,0.0,22.867469879518072
1.0,1.0,1.0,73.0,0.0,0,4100.0,73.0,0.0,55.4054054054054
2.0,5.0,3.0,50.0,1000.0,0,2400.0,25.0,0.41649312786339027,47.05882352941177
2.0,5.0,3.0,66.0,0.0,1,0.0,33.0,0.0,0.0
1.0,1.0,3.0,139.0,0.0,0,2500.0,139.0,0.0,17.857142857142858
1.0,1.0,3.0,10.0,2300.0,0,1680.0,10.0,1.3682331945270672,152.72727272727272
4.0,5.0,6.0,56.0,0.0,0,2730.0,14.0,0.0,47.89473684210526
2.0,5.0,1.0,79.0,24976.0,0,5138.0,39.5,4.860089511578128,64.225
1.0,1.0,3.0,26.0,0.0,0,1952.0,26.0,0.0,72.29629629629629
1.0,1.0,3.0,33.0,0.0,0,3000.0,33.0,0.0,88.23529411764706
5.0,5.0,1.0,125.0,9400.0,0,10540.0,25.0,0.8917560003794707,83.65079365079364
5.0,5.0,3.0,112.0,10300.0,0,13698.0,22.4,0.7518796992481203,121.22123893805309
2.0,5.0,1.0,82.0,0.0,0,6012.0,41.0,0.0,72.43373493975903
1.0,1.0,1.0,82.0,0.0,0,0.0,82.0,0.0,0.0
2.0,5.0,1.0,82.0,0.0,0,13460.0,41.0,0.0,162.16867469879517
4.0,5.0,1.0,106.0,3000.0,0,12629.0,26.5,0.2375296912114014,118.02803738317758
4.0,5.0,1.0,112.0,0.0,0,11281.0,28.0,0.0,99.83185840707965
2.0,5.0,1.0,79.0,0.0,0,358.0,39.5,0.0,4.475
2.0,5.0,1.0,79.0,0.0,0,5980.0,39.5,0.0,74.75
2.0,5.0,1.0,33.0,0.0,0,5125.0,16.5,0.0,150.73529411764707
4.0,5.0,1.0,112.0,12352.0,0,13808.0,28.0,0.8944891013107393,122.19469026548673
3.0,5.0,1.0,112.0,45000.0,0,11600.0,37.333333333333336,3.878975950349108,102.65486725663717
3.0,3.0,1.0,56.0,3059.0,0,3840.0,18.666666666666668,0.7964071856287425,67.36842105263158
2.0,5.0,1.0,79.0,6000.0,0,2596.0,39.5,2.3103581055063533,32.45
1.0,1.0,1.0,86.0,0.0,0,6530.0,86.0,0.0,75.05747126436782
1.0,1.0,5.0,79.0,0.0,0,3786.0,79.0,0.0,47.325
2.0,5.0,1.0,79.0,17000.0,0,9726.0,39.5,1.7477125526883932,121.575
1.0,1.0,3.0,30.0,0.0,0,2068.0,30.0,0.0,66.70967741935483
1.0,1.0,3.0,23.0,0.0,0,1128.0,23.0,0.0,47.0
4.0,5.0,1.0,66.0,3000.0,0,6270.0,16.5,0.4783926008611067,93.58208955223881
1.0,1.0,1.0,50.0,1500.0,0,1039.0,50.0,1.4423076923076923,20.372549019607842
1.0,1.0,1.0,53.0,16333.0,0,7400.0,53.0,2.2068639373057697,137.03703703703704
1.0,1.0,3.0,26.0,0.0,1,0.0,26.0,0.0,0.0
2.0,5.0,1.0,50.0,0.0,0,600.0,25.0,0.0,11.764705882352942
1.0,1.0,1.0,53.0,0.0,0,0.0,53.0,0.0,0.0
2.0,5.0,1.0,102.0,1000.0,0,6800.0,51.0,0.14703720041170415,66.01941747572816
1.0,1.0,2.0,43.0,4550.0,0,3968.0,43.0,1.146384479717813,90.18181818181819
2.0,5.0,1.0,99.0,2000.0,0,1420.0,49.5,1.4074595355383532,14.2
4.0,5.0,1.0,109.0,14600.0,0,7937.0,27.25,1.8392542202066011,72.15454545454546
3.0,5.0,1.0,89.0,400.0,0,6194.0,29.666666666666668,0.0645682001614205,68.82222222222222
2.0,5.0,1.0,79.0,0.0,1,0.0,39.5,0.0,0.0
2.0,5.0,1.0,109.0,1790.0,0,0.0,54.5,1790.0,0.0
3.0,5.0,1.0,102.0,0.0,0,7300.0,34.0,0.0,70.87378640776699
1.0,1.0,1.0,82.0,1500.0,0,0.0,82.0,1500.0,0.0
1.0,1.0,1.0,79.0,0.0,0,3003.0,79.0,0.0,37.5375
1.0,1.0,1.0,122.0,6500.0,0,520.0,122.0,12.476007677543187,4.227642276422764
2.0,5.0,1.0,66.0,3335.0,0,635.0,33.0,5.2437106918239,9.477611940298507
2.0,5.0,1.0,125.0,132.0,0,1968.0,62.5,0.0670391061452514,15.619047619047619
1.0,1.0,5.0,99.0,100.0,0,860.0,99.0,0.11614401858304298,8.6
4.0,5.0,1.0,109.0,5141.0,0,8020.0,27.25,0.6409425258695923,72.9090909090909
