가구원수,가구형태,주거점유형태,주거면적,부채규모,수급여부,총소득,인당_주거면적,소득_대비_부채비율,면적당_소득
1.0,1.0,1.0,50.0,0.0,0,1120.0,50.0,0.0,21.96078431372549
2.0,5.0,1.0,99.0,2000.0,0,133.0,49.5,14.925373134328359,1.33
2.0,5.0,1.0,56.0,0.0,0,0.0,28.0,0.0,0.0
1.0,1.0,5.0,50.0,0.0,0,0.0,50.0,0.0,0.0
1.0,1.0,3.0,66.0,0.0,0,2206.0,66.0,0.0,32.92537313432836
2.0,5.0,3.0,66.0,0.0,1,0.0,33.0,0.0,0.0
1.0,1.0,3.0,66.0,0.0,0,1190.0,66.0,0.0,17.761194029850746
2.0,5.0,3.0,66.0,0.0,0,3454.0,33.0,0.0,51.55223880597015
2.0,5.0,3.0,66.0,2400.0,0,6101.0,33.0,0.39331366764995085,91.05970149253731
5.0,5.0,1.0,106.0,5000.0,0,4500.0,21.2,1.110864252388358,42.05607476635514
2.0,5.0,1.0,69.0,220.0,0,3500.0,34.5,0.06283918880319908,50.0
2.0,5.0,1.0,106.0,0.0,0,93.0,53.0,0.0,0.8691588785046729
1.0,1.0,1.0,106.0,0.0,0,318.0,106.0,0.0,2.97196261682243
4.0,5.0,1.0,112.0,1300.0,0,12502.0,28.0,0.10397504598896265,110.63716814159292
4.0,5.0,1.0,109.0,0.0,0,10905.0,27.25,0.0,99.13636363636364
3.0,5.0,1.0,106.0,0.0,1,882.0,35.333333333333336,0.0,8.242990654205608
3.0,5.0,1.0,106.0,0.0,1,788.0,35.333333333333336,0.0,7.364485981308412
2.0,5.0,1.0,106.0,0.0,0,0.0,53.0,0.0,0.0
4.0,5.0,3.0,59.0,0.0,0,12348.0,14.75,0.0,205.8
4.0,5.0,2.0,92.0,430.0,0,8482.0,23.0,0.05068961452316398,91.20430107526882
4.0,5.0,2.0,92.0,42420.0,0,16860.0,23.0,2.5158650139374887,181.29032258064515
1.0,1.0,1.0,92.0,3765.0,0,0.0,92.0,3765.0,0.0
3.0,5.0,2.0,92.0,4110.0,0,6988.0,30.666666666666668,0.5880669623694377,75.13978494623656
2.0,5.0,2.0,76.0,14000.0,0,3516.0,38.0,3.98066533977822,45.66233766233766
4.0,5.0,1.0,92.0,19849.0,0,10524.0,23.0,1.8858907363420427,113.16129032258064
4.0,5.0,1.0,92.0,0.0,0,17596.0,23.0,0.0,189.20430107526883
2.0,5.0,1.0,82.0,355.0,0,4319.0,41.0,0.08217592592592593,52.036144578313255
3.0,5.0,1.0,92.0,0.0,0,2952.0,30.666666666666668,0.0,31.741935483870968
3.0,5.0,1.0,76.0,0.0,1,3116.0,25.333333333333332,0.0,40.467532467532465
1.0,1.0,1.0,106.0,3655.0,0,5442.0,106.0,0.6715046849164064,50.85981308411215
2.0,5.0,1.0,86.0,9000.0,0,6230.0,43.0,1.4443909484833894,71.60919540229885
3.0,5.0,1.0,79.0,0.0,0,654.0,26.333333333333332,0.0,8.175
3.0,5.0,1.0,76.0,7351.0,0,9590.0,25.333333333333332,0.7664477113961005,124.54545454545455
4.0,5.0,1.0,59.0,2600.0,0,6740.0,14.75,0.38569945112001186,112.33333333333333
3.0,3.0,1.0,139.0,20630.0,0,6013.0,46.333333333333336,3.4303292317924843,42.95
3.0,5.0,1.0,102.0,0.0,0,5019.0,34.0,0.0,48.728155339805824
4.0,5.0,3.0,82.0,5720.0,0,9668.0,20.5,0.5915813424345847,116.48192771084338
3.0,5.0,1.0,116.0,11000.0,0,14140.0,38.666666666666664,0.7778799236263347,120.85470085470085
2.0,5.0,2.0,56.0,0.0,0,14952.0,28.0,0.0,262.3157894736842
1.0,1.0,5.0,73.0,0.0,0,0.0,73.0,0.0,0.0
1.0,1.0,5.0,92.0,0.0,1,0.0,92.0,0.0,0.0
2.0,5.0,5.0,66.0,1106.0,0,5480.0,33.0,0.20178799489144317,81.7910447761194
1.0,1.0,3.0,56.0,0.0,1,500.0,56.0,0.0,8.771929824561404
4.0,5.0,1.0,92.0,1284.0,0,14476.0,23.0,0.08869240864820059,155.65591397849462
1.0,1.0,3.0,66.0,0.0,1,0.0,66.0,0.0,0.0
1.0,1.0,1.0,59.0,0.0,0,160.0,59.0,0.0,2.6666666666666665
1.0,1.0,1.0,86.0,3400.0,0,6384.0,86.0,0.5324980422866092,73.37931034482759
1.0,1.0,5.0,112.0,14000.0,0,1522.0,112.0,9.192383453709784,13.469026548672566
4.0,5.0,2.0,109.0,29900.0,0,15170.0,27.25,1.9708654670094259,137.9090909090909
3.0,5.0,1.0,86.0,14087.0,0,8800.0,28.666666666666668,1.6006135666401544,101.14942528735632
1.0,1.0,3.0,59.0,600.0,0,0.0,59.0,600.0,0.0
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
2.0,5.0,3.0,69.0,11200.0,1,1080.0,34.5,10.360777058279371,15.428571428571429
1.0,1.0,3.0,50.0,800.0,0,3916.0,50.0,0.2042379371968343,76.7843137254902
1.0,1.0,3.0,33.0,0.0,0,1993.0,33.0,0.0,58.61764705882353
2.0,5.0,1.0,66.0,10580.0,0,2818.0,33.0,3.7531039375665127,42.059701492537314
2.0,5.0,1.0,53.0,0.0,0,963.0,26.5,0.0,17.833333333333332
1.0,1.0,2.0,40.0,0.0,0,732.0,40.0,0.0,17.853658536585368
2.0,5.0,1.0,79.0,0.0,0,0.0,39.5,0.0,0.0
5.0,5.0,1.0,106.0,24854.0,0,7970.0,21.2,3.11805294191444,74.48598130841121
2.0,2.0,3.0,79.0,10000.0,0,8496.0,39.5,1.1768859597505001,106.2
1.0,1.0,1.0,76.0,0.0,0,1062.0,76.0,0.0,13.792207792207792
1.0,1.0,3.0,46.0,0.0,0,0.0,46.0,0.0,0.0
1.0,1.0,1.0,56.0,0.0,0,30.0,56.0,0.0,0.5263157894736842
5.0,5.0,6.0,76.0,2886.0,0,2800.0,15.2,1.0303463048911103,36.36363636363637
1.0,1.0,3.0,13.0,0.0,0,469.0,13.0,0.0,33.5
1.0,1.0,1.0,66.0,200.0,0,825.0,66.0,0.24213075060532688,12.313432835820896
2.0,5.0,1.0,46.0,0.0,0,3210.0,23.0,0.0,68.29787234042553
2.0,5.0,1.0,69.0,0.0,0,10405.0,34.5,0.0,148.64285714285714
3.0,5.0,1.0,76.0,2950.0,0,11966.0,25.333333333333332,0.24651123924124677,155.4025974025974
1.0,1.0,5.0,59.0,0.0,0,0.0,59.0,0.0,0.0
2.0,5.0,5.0,66.0,0.0,0,599.0,33.0,0.0,8.940298507462687
1.0,1.0,1.0,50.0,450.0,0,3260.0,50.0,0.13799448022079117,63.92156862745098
2.0,5.0,1.0,92.0,0.0,0,600.0,46.0,0.0,6.451612903225806
1.0,1.0,3.0,20.0,0.0,0,2750.0,20.0,0.0,130.95238095238096
1.0,1.0,5.0,36.0,0.0,0,0.0,36.0,0.0,0.0
1.0,1.0,2.0,40.0,0.0,1,0.0,40.0,0.0,0.0
1.0,1.0,3.0,32.0,0.0,0,3020.0,32.0,0.0,91.51515151515152
1.0,1.0,6.0,53.0,0.0,1,0.0,53.0,0.0,0.0
1.0,1.0,2.0,36.0,722.0,0,1230.0,36.0,0.586515028432169,33.24324324324324
2.0,5.0,1.0,96.0,4920.0,0,320.0,48.0,15.327102803738319,3.2989690721649483
4.0,5.0,1.0,63.0,7773.0,0,14996.0,15.75,0.5183036607321464,234.3125
2.0,5.0,1.0,79.0,2000.0,0,7891.0,39.5,0.25342118601115055,98.6375
3.0,5.0,2.0,106.0,30000.0,0,10640.0,35.333333333333336,2.8192839018889204,99.4392523364486
4.0,5.0,3.0,73.0,1500.0,1,1800.0,18.25,0.832870627429206,24.324324324324323
2.0,5.0,1.0,66.0,3500.0,0,3910.0,33.0,0.8949117872666837,58.35820895522388
2.0,5.0,2.0,69.0,3400.0,0,3902.0,34.5,0.8711247758134768,55.74285714285714
1.0,1.0,5.0,59.0,2000.0,0,540.0,59.0,3.6968576709796674,9.0
3.0,5.0,1.0,106.0,36738.0,0,6000.0,35.333333333333336,6.121979670054991,56.074766355140184
2.0,5.0,3.0,50.0,0.0,0,4085.0,25.0,0.0,80.09803921568627
1.0,1.0,1.0,50.0,0.0,1,0.0,50.0,0.0,0.0
2.0,5.0,1.0,109.0,4472.0,0,7881.0,54.5,0.5673686881502157,71.64545454545454
5.0,5.0,3.0,109.0,2000.0,0,8832.0,21.8,0.22642363862787274,80.2909090909091
1.0,1.0,1.0,43.0,0.0,0,319.0,43.0,0.0,7.25
4.0,5.0,3.0,73.0,45700.0,0,11970.0,18.25,3.8175591011611396,161.75675675675674
1.0,1.0,1.0,69.0,5060.0,0,196.0,69.0,25.685279187817258,2.8
4.0,5.0,1.0,106.0,8470.0,0,8546.0,26.5,0.990990990990991,79.86915887850468
4.0,5.0,1.0,102.0,9436.0,0,12225.0,25.5,0.7717978079502699,118.68932038834951
1.0,1.0,2.0,69.0,0.0,0,0.0,69.0,0.0,0.0
2.0,5.0,1.0,132.0,0.0,0,11237.0,66.0,0.0,84.48872180451127
2.0,5.0,3.0,79.0,3500.0,0,1812.0,39.5,1.9305019305019304,22.65
3.0,5.0,2.0,69.0,8550.0,0,3770.0,23.0,2.2673031026252985,53.857142857142854
2.0,5.0,1.0,82.0,0.0,0,2072.0,41.0,0.0,24.96385542168675
1.0,1.0,5.0,33.0,0.0,0,1800.0,33.0,0.0,52.94117647058823
2.0,5.0,1.0,96.0,2000.0,0,4241.0,48.0,0.47147571900047147,43.72164948453608
1.0,1.0,3.0,30.0,0.0,0,2808.0,30.0,0.0,90.58064516129032
2.0,5.0,3.0,79.0,6400.0,1,5490.0,39.5,1.165543616827536,68.625
1.0,1.0,3.0,20.0,0.0,0,3240.0,20.0,0.0,154.28571428571428
1.0,1.0,1.0,23.0,0.0,0,10.0,23.0,0.0,0.4166666666666667
3.0,5.0,1.0,109.0,3600.0,0,9383.0,36.333333333333336,0.3836317135549872,85.3
2.0,5.0,1.0,109.0,13000.0,0,4668.0,54.5,2.78432212465196,42.43636363636364
1.0,1.0,5.0,82.0,0.0,0,319.0,82.0,0.0,3.8433734939759034
2.0,5.0,1.0,109.0,0.0,0,3076.0,54.5,0.0,27.963636363636365
1.0,1.0,1.0,96.0,0.0,0,319.0,96.0,0.0,3.288659793814433
3.0,5.0,1.0,129.0,16035.0,0,2053.0,43.0,7.806718597857838,15.792307692307693
1.0,1.0,5.0,66.0,0.0,0,319.0,66.0,0.0,4.7611940298507465
2.0,5.0,1.0,66.0,0.0,1,0.0,33.0,0.0,0.0
5.0,5.0,1.0,112.0,13970.0,0,10645.0,22.4,1.312229945519444,94.20353982300885
2.0,5.0,1.0,66.0,0.0,1,2620.0,33.0,0.0,39.1044776119403
2.0,5.0,1.0,76.0,1250.0,0,4205.0,38.0,0.29719448407037563,54.61038961038961
3.0,5.0,2.0,66.0,0.0,0,8628.0,22.0,0.0,128.77611940298507
1.0,1.0,1.0,33.0,0.0,0,523.0,33.0,0.0,15.382352941176471
1.0,1.0,1.0,66.0,0.0,1,0.0,66.0,0.0,0.0
2.0,5.0,1.0,116.0,0.0,0,526.0,58.0,0.0,4.495726495726496
2.0,5.0,1.0,99.0,0.0,0,460.0,49.5,0.0,4.6
1.0,1.0,1.0,99.0,0.0,0,380.0,99.0,0.0,3.8
3.0,5.0,1.0,82.0,2000.0,0,4415.0,27.333333333333332,0.4528985507246377,53.19277108433735
1.0,1.0,5.0,66.0,0.0,0,0.0,66.0,0.0,0.0
2.0,5.0,1.0,33.0,0.0,1,0.0,16.5,0.0,0.0
3.0,5.0,1.0,106.0,9588.0,0,4600.0,35.333333333333336,2.0838948054770703,42.99065420560748
2.0,5.0,1.0,66.0,0.0,0,590.0,33.0,0.0,8.805970149253731
2.0,5.0,1.0,66.0,0.0,0,7484.0,33.0,0.0,111.70149253731343
1.0,1.0,1.0,59.0,0.0,0,445.0,59.0,0.0,7.416666666666667
2.0,5.0,1.0,109.0,0.0,0,896.0,54.5,0.0,8.145454545454545
3.0,5.0,1.0,106.0,0.0,0,4824.0,35.333333333333336,0.0,45.08411214953271
2.0,5.0,1.0,116.0,0.0,0,90.0,58.0,0.0,0.7692307692307693
1.0,1.0,2.0,50.0,0.0,0,5050.0,50.0,0.0,99.01960784313725
1.0,1.0,1.0,79.0,40.0,1,0.0,79.0,40.0,0.0
2.0,5.0,1.0,66.0,0.0,1,515.0,33.0,0.0,7.686567164179104
2.0,5.0,1.0,59.0,1143.0,0,0.0,29.5,1143.0,0.0
1.0,1.0,5.0,99.0,0.0,0,312.0,99.0,0.0,3.12
1.0,1.0,3.0,79.0,0.0,1,1080.0,79.0,0.0,13.5
1.0,1.0,2.0,30.0,1700.0,0,6280.0,30.0,0.27065753860850184,202.58064516129033
4.0,5.0,1.0,116.0,140.0,0,11646.0,29.0,0.01202026272859964,99.53846153846153
1.0,1.0,3.0,73.0,0.0,1,0.0,73.0,0.0,0.0
1.0,1.0,6.0,73.0,0.0,0,2808.0,73.0,0.0,37.945945945945944
1.0,1.0,6.0,66.0,0.0,0,3888.0,66.0,0.0,58.02985074626866
2.0,5.0,1.0,82.0,200.0,1,600.0,41.0,0.33277870216306155,7.228915662650603
5.0,5.0,1.0,59.0,1000.0,0,1507.0,11.8,0.6631299734748011,25.116666666666667
1.0,1.0,1.0,106.0,0.0,0,319.0,106.0,0.0,2.9813084112149535
1.0,1.0,1.0,33.0,0.0,0,0.0,33.0,0.0,0.0
2.0,5.0,5.0,106.0,570.0,0,48.0,53.0,11.63265306122449,0.4485981308411215
1.0,1.0,2.0,13.0,1000.0,0,0.0,13.0,1000.0,0.0
1.0,1.0,1.0,50.0,0.0,1,0.0,50.0,0.0,0.0
2.0,5.0,1.0,79.0,0.0,0,704.0,39.5,0.0,8.8
2.0,5.0,1.0,66.0,0.0,0,400.0,33.0,0.0,5.970149253731344
2.0,5.0,3.0,73.0,0.0,0,5070.0,36.5,0.0,68.51351351351352
4.0,5.0,1.0,106.0,33990.0,0,7200.0,26.5,4.720177753089849,67.28971962616822
1.0,1.0,2.0,86.0,0.0,0,58.0,86.0,0.0,0.6666666666666666
1.0,1.0,3.0,40.0,7500.0,1,0.0,40.0,7500.0,0.0
4.0,5.0,3.0,69.0,8000.0,1,3600.0,17.25,2.2216051096917524,51.42857142857143
1.0,1.0,3.0,40.0,0.0,0,660.0,40.0,0.0,16.097560975609756
1.0,1.0,3.0,40.0,0.0,1,319.0,40.0,0.0,7.780487804878049
1.0,1.0,3.0,33.0,0.0,1,0.0,33.0,0.0,0.0
1.0,1.0,3.0,40.0,42.0,1,0.0,40.0,42.0,0.0
4.0,5.0,3.0,69.0,1500.0,0,5616.0,17.25,0.2670464660850988,80.22857142857143
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
2.0,5.0,3.0,40.0,500.0,1,24.0,20.0,20.0,0.5853658536585366
2.0,5.0,1.0,79.0,830.0,0,638.0,39.5,1.2989045383411582,7.975
2.0,5.0,3.0,40.0,0.0,1,0.0,20.0,0.0,0.0
1.0,1.0,1.0,112.0,5500.0,1,0.0,112.0,5500.0,0.0
1.0,1.0,3.0,20.0,3000.0,0,2688.0,20.0,1.1156563778356265,128.0
2.0,5.0,3.0,56.0,1000.0,1,0.0,28.0,1000.0,0.0
2.0,5.0,3.0,40.0,120.0,1,826.0,20.0,0.14510278113663846,20.146341463414632
2.0,5.0,3.0,66.0,0.0,0,4176.0,33.0,0.0,62.32835820895522
3.0,5.0,1.0,89.0,4136.0,0,4500.0,29.666666666666668,0.9189069095756499,50.0
3.0,5.0,1.0,109.0,0.0,0,11989.0,36.333333333333336,0.0,108.99090909090908
1.0,1.0,6.0,26.0,0.0,0,4000.0,26.0,0.0,148.14814814814815
2.0,5.0,1.0,106.0,285.0,0,2285.0,53.0,0.12467191601049869,21.35514018691589
4.0,5.0,1.0,99.0,19786.0,0,11274.0,24.75,1.7548558758314856,112.74
1.0,1.0,3.0,26.0,1668.0,1,2700.0,26.0,0.6175490559052202,100.0
2.0,5.0,1.0,69.0,0.0,0,453.0,34.5,0.0,6.4714285714285715
3.0,2.0,3.0,73.0,0.0,0,1760.0,24.333333333333332,0.0,23.783783783783782
4.0,5.0,1.0,112.0,7000.0,0,5975.0,28.0,1.1713520749665327,52.876106194690266
3.0,5.0,1.0,79.0,5000.0,0,10444.0,26.333333333333332,0.47869794159885115,130.55
3.0,5.0,3.0,59.0,1440.0,0,5460.0,19.666666666666668,0.2636879692364036,91.0
3.0,5.0,3.0,79.0,0.0,1,2952.0,26.333333333333332,0.0,36.9
1.0,1.0,1.0,69.0,1450.0,0,352.0,69.0,4.1076487252124645,5.0285714285714285
2.0,5.0,1.0,69.0,1634.0,0,6834.0,34.5,0.23906364301389904,97.62857142857143
1.0,1.0,2.0,79.0,15100.0,0,5438.0,79.0,2.7762456333884904,67.975
5.0,5.0,1.0,106.0,21000.0,0,6381.0,21.2,3.2905045440300844,59.63551401869159
2.0,5.0,5.0,112.0,0.0,0,290.0,56.0,0.0,2.566371681415929
3.0,5.0,1.0,106.0,0.0,0,3595.0,35.333333333333336,0.0,33.598130841121495
2.0,5.0,1.0,106.0,1733.0,0,4491.0,53.0,0.38579697239536953,41.97196261682243
1.0,1.0,2.0,66.0,9700.0,0,4629.0,66.0,2.0950323974082075,69.08955223880596
3.0,5.0,1.0,106.0,0.0,0,1380.0,35.333333333333336,0.0,12.897196261682243
1.0,1.0,3.0,23.0,0.0,0,4860.0,23.0,0.0,202.5
2.0,5.0,1.0,82.0,19650.0,0,0.0,41.0,19650.0,0.0
1.0,1.0,1.0,86.0,0.0,0,210.0,86.0,0.0,2.413793103448276
1.0,1.0,1.0,106.0,0.0,0,0.0,106.0,0.0,0.0
3.0,5.0,1.0,106.0,2500.0,0,7931.0,35.333333333333336,0.3151790216843167,74.1214953271028
2.0,5.0,1.0,109.0,0.0,1,676.0,54.5,0.0,6.1454545454545455
2.0,5.0,1.0,79.0,11717.0,0,3710.0,39.5,3.1573699811371596,46.375
5.0,5.0,1.0,82.0,3500.0,0,4140.0,16.4,0.8452064718666988,49.87951807228916
2.0,5.0,1.0,73.0,0.0,0,3600.0,36.5,0.0,48.648648648648646
3.0,5.0,1.0,56.0,1485.0,0,7940.0,18.666666666666668,0.1870041556479033,139.2982456140351
1.0,1.0,1.0,73.0,0.0,0,463.0,73.0,0.0,6.256756756756757
2.0,5.0,1.0,99.0,0.0,0,1439.0,49.5,0.0,14.39
4.0,5.0,2.0,109.0,0.0,0,15846.0,27.25,0.0,144.05454545454546
2.0,5.0,5.0,79.0,940.0,0,0.0,39.5,940.0,0.0
4.0,5.0,1.0,112.0,12000.0,0,6520.0,28.0,1.84020855696979,57.69911504424779
2.0,5.0,1.0,92.0,0.0,1,0.0,46.0,0.0,0.0
3.0,5.0,3.0,59.0,5500.0,0,4308.0,19.666666666666668,1.27639823624971,71.8
1.0,1.0,1.0,76.0,0.0,0,319.0,76.0,0.0,4.142857142857143
3.0,5.0,1.0,102.0,0.0,0,5180.0,34.0,0.0,50.29126213592233
2.0,5.0,1.0,76.0,0.0,0,960.0,38.0,0.0,12.467532467532468
1.0,1.0,1.0,79.0,0.0,0,0.0,79.0,0.0,0.0
2.0,5.0,1.0,106.0,0.0,0,833.0,53.0,0.0,7.785046728971962
2.0,5.0,1.0,125.0,12900.0,0,2000.0,62.5,6.446776611694153,15.873015873015873
1.0,1.0,3.0,23.0,0.0,0,3218.0,23.0,0.0,134.08333333333334
2.0,5.0,3.0,76.0,0.0,0,2160.0,38.0,0.0,28.051948051948052
3.0,5.0,1.0,79.0,0.0,0,6958.0,26.333333333333332,0.0,86.975
2.0,5.0,5.0,102.0,0.0,0,330.0,51.0,0.0,3.203883495145631
3.0,5.0,1.0,99.0,6000.0,0,5364.0,33.0,1.1183597390493942,53.64
2.0,5.0,1.0,102.0,0.0,0,720.0,51.0,0.0,6.990291262135922
4.0,5.0,1.0,106.0,19660.0,0,11150.0,26.5,1.7630705766298986,104.20560747663552
2.0,5.0,3.0,40.0,0.0,1,3120.0,20.0,0.0,76.09756097560975
4.0,5.0,1.0,79.0,10283.0,0,6168.0,19.75,1.6668828011022856,77.1
2.0,5.0,1.0,132.0,0.0,0,1800.0,66.0,0.0,13.533834586466165
1.0,1.0,1.0,73.0,0.0,0,810.0,73.0,0.0,10.945945945945946
4.0,5.0,2.0,66.0,4000.0,0,6000.0,16.5,0.6665555740709882,89.55223880597015
4.0,5.0,1.0,148.0,52452.0,0,12111.0,37.0,4.330581241743725,81.28187919463087
4.0,5.0,1.0,158.0,20000.0,0,6000.0,39.5,3.3327778703549407,37.735849056603776
1.0,1.0,1.0,66.0,17000.0,0,1531.0,66.0,11.096605744125327,22.850746268656717
2.0,5.0,1.0,89.0,0.0,0,1673.0,44.5,0.0,18.58888888888889
2.0,5.0,1.0,92.0,0.0,0,1013.0,46.0,0.0,10.89247311827957
4.0,5.0,1.0,106.0,5788.0,0,9227.0,26.5,0.6272214997832684,86.23364485981308
4.0,5.0,1.0,112.0,8000.0,0,5944.0,28.0,1.3456686291000841,52.60176991150443
3.0,5.0,1.0,82.0,8000.0,0,5160.0,27.333333333333332,1.5500871924045727,62.16867469879518
1.0,1.0,1.0,50.0,0.0,0,70.0,50.0,0.0,1.3725490196078431
3.0,5.0,1.0,66.0,3800.0,0,4800.0,22.0,0.7915017704644866,71.64179104477611
2.0,5.0,1.0,106.0,0.0,0,349.0,53.0,0.0,3.2616822429906542
4.0,5.0,3.0,82.0,0.0,0,8074.0,20.5,0.0,97.27710843373494
1.0,1.0,1.0,92.0,0.0,0,36.0,92.0,0.0,0.3870967741935484
4.0,5.0,1.0,92.0,0.0,0,13464.0,23.0,0.0,144.7741935483871
5.0,5.0,1.0,109.0,7736.0,0,8640.0,21.8,0.8952667515333873,78.54545454545455
2.0,5.0,1.0,26.0,0.0,0,5090.0,13.0,0.0,188.5185185185185
3.0,5.0,1.0,106.0,3830.0,0,9000.0,35.333333333333336,0.42550827685812687,84.11214953271028
3.0,5.0,6.0,109.0,4000.0,0,12215.0,36.333333333333336,0.3274394237066143,111.04545454545455
4.0,5.0,1.0,109.0,39584.0,0,14464.0,27.25,2.7365364673349464,131.4909090909091
2.0,5.0,1.0,79.0,2100.0,1,2280.0,39.5,0.920648838228847,28.5
4.0,5.0,1.0,99.0,5784.0,0,6658.0,24.75,0.8685988887220303,66.58
1.0,1.0,3.0,63.0,200.0,1,0.0,63.0,200.0,0.0
2.0,5.0,3.0,40.0,0.0,1,3600.0,20.0,0.0,87.8048780487805
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
2.0,5.0,3.0,40.0,0.0,1,3348.0,20.0,0.0,81.65853658536585
1.0,1.0,5.0,155.0,0.0,0,0.0,155.0,0.0,0.0
1.0,1.0,5.0,82.0,500.0,0,0.0,82.0,500.0,0.0
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
1.0,1.0,2.0,26.0,0.0,0,3520.0,26.0,0.0,130.37037037037038
2.0,5.0,3.0,56.0,0.0,1,0.0,28.0,0.0,0.0
3.0,5.0,2.0,106.0,27600.0,0,9763.0,35.333333333333336,2.8267103646046703,91.24299065420561
1.0,1.0,3.0,63.0,0.0,1,768.0,63.0,0.0,12.0
4.0,5.0,3.0,82.0,3560.0,0,6000.0,20.5,0.5932344609231794,72.28915662650603
3.0,5.0,1.0,79.0,500.0,1,1520.0,26.333333333333332,0.32873109796186717,19.0
2.0,5.0,3.0,40.0,0.0,1,170.0,20.0,0.0,4.146341463414634
4.0,5.0,1.0,129.0,0.0,0,7943.0,32.25,0.0,61.1
3.0,5.0,1.0,106.0,600.0,0,11483.0,35.333333333333336,0.0522466039707419,107.3177570093458
2.0,5.0,1.0,106.0,27678.0,0,18091.0,53.0,1.5298474463851426,169.07476635514018
2.0,5.0,3.0,112.0,10960.0,0,4600.0,56.0,2.3820908498152575,40.70796460176991
4.0,5.0,1.0,102.0,1606.0,0,8174.0,25.5,0.1964525993883792,79.35922330097087
2.0,5.0,1.0,125.0,2000.0,0,4886.0,62.5,0.4092490280335584,38.77777777777778
4.0,5.0,1.0,112.0,6396.0,0,10656.0,28.0,0.6001689030684058,94.30088495575221
2.0,5.0,1.0,106.0,0.0,0,223.0,53.0,0.0,2.0841121495327104
1.0,1.0,1.0,109.0,7361.0,0,4923.0,109.0,1.494922826969943,44.75454545454546
1.0,1.0,3.0,66.0,800.0,1,2160.0,66.0,0.37019898195279966,32.23880597014925
6.0,5.0,1.0,112.0,9286.0,0,10872.0,18.666666666666668,0.8540421226892302,96.21238938053098
3.0,5.0,1.0,116.0,0.0,0,8906.0,38.666666666666664,0.0,76.11965811965813
5.0,5.0,1.0,109.0,0.0,0,9770.0,21.8,0.0,88.81818181818181
1.0,1.0,1.0,69.0,0.0,0,0.0,69.0,0.0,0.0
2.0,5.0,1.0,82.0,0.0,1,0.0,41.0,0.0,0.0
3.0,5.0,1.0,106.0,0.0,0,5470.0,35.333333333333336,0.0,51.12149532710281
4.0,5.0,2.0,82.0,9597.0,0,7190.0,20.5,1.3345848977889028,86.62650602409639
1.0,1.0,1.0,89.0,0.0,0,0.0,89.0,0.0,0.0
2.0,5.0,1.0,116.0,0.0,0,3737.0,58.0,0.0,31.94017094017094
1.0,1.0,2.0,40.0,0.0,0,2295.0,40.0,0.0,55.97560975609756
4.0,5.0,1.0,109.0,15000.0,0,6965.0,27.25,2.153316106804479,63.31818181818182
2.0,5.0,1.0,86.0,6951.0,0,2450.0,43.0,2.835985312117503,28.160919540229884
4.0,5.0,2.0,92.0,35300.0,0,14800.0,23.0,2.3849739882440377,159.13978494623655
1.0,1.0,3.0,56.0,0.0,1,0.0,56.0,0.0,0.0
2.0,5.0,1.0,112.0,3000.0,0,7605.0,56.0,0.3944254535892716,67.30088495575221
4.0,5.0,1.0,106.0,3725.0,1,6610.0,26.5,0.5634548479806384,61.77570093457944
2.0,5.0,1.0,82.0,3000.0,0,405.0,41.0,7.389162561576355,4.879518072289157
2.0,5.0,5.0,112.0,0.0,0,2760.0,56.0,0.0,24.424778761061948
2.0,5.0,1.0,106.0,0.0,0,116.0,53.0,0.0,1.0841121495327102
4.0,5.0,5.0,99.0,29534.0,0,10331.0,24.75,2.8584978706929927,103.31
2.0,5.0,2.0,122.0,5000.0,0,1074.0,61.0,4.651162790697675,8.731707317073171
3.0,5.0,1.0,99.0,0.0,0,13218.0,33.0,0.0,132.18
2.0,5.0,1.0,99.0,0.0,0,9147.0,49.5,0.0,91.47
1.0,1.0,1.0,33.0,0.0,0,2450.0,33.0,0.0,72.05882352941177
1.0,1.0,2.0,33.0,0.0,0,3720.0,33.0,0.0,109.41176470588235
2.0,5.0,1.0,112.0,1000.0,0,1080.0,56.0,0.9250693802035153,9.557522123893806
2.0,5.0,3.0,40.0,0.0,0,6190.0,20.0,0.0,150.97560975609755
1.0,1.0,2.0,82.0,6000.0,0,4220.0,82.0,1.4214641080312722,50.8433734939759
1.0,1.0,5.0,16.0,0.0,0,0.0,16.0,0.0,0.0
2.0,5.0,5.0,59.0,0.0,0,0.0,29.5,0.0,0.0
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
1.0,1.0,3.0,53.0,0.0,1,0.0,53.0,0.0,0.0
2.0,5.0,3.0,40.0,0.0,1,2936.0,20.0,0.0,71.60975609756098
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
2.0,5.0,3.0,73.0,1047.0,1,2040.0,36.5,0.512983831455169,27.56756756756757
1.0,1.0,1.0,50.0,0.0,0,1586.0,50.0,0.0,31.098039215686274
1.0,1.0,3.0,40.0,0.0,1,0.0,40.0,0.0,0.0
